,id,text,author
17623,id14374,again her name was sylabled and she shuddered as she asked herself am i becoming mad or am i dying that i hear the voices of the departed,MWS
17624,id21529,the sight of her in her present situation passed like an arrow into his soul,MWS
17625,id14857,guided by a lightning flash i settled myself down behind a dense clump of vegetation through which i could see the opening without being sen,HPL
17626,id22362,this expectation will now be the consolation of your father,MWS
17627,id18492,do you wonder how it will sem,HPL
17628,id24293,in my nervousness i looked around and discovered a bolt on the clothes press which seemed to be of the same size judging from the marks as the one formerly on the dor,HPL
17629,id22537,his little old servant parks who for years bore patiently with his vagaries last saw him on the morning he drove off alone in his car with a key he had recently found,HPL
17630,id11657,i copy for your amusement the knickerbocker inscription on the marble slab this corner stone of a monument to the memory of george washington was laid with appropriate ceremonies on the th day of october the anniversary of the surrender of lord cornwallis to general washington at yorktown a d under the auspices of the washington monument association of the city of new york this as i give it is a verbatim translation done by pundit himself so there can be no mistake about it,EAP
17631,id02555,very true but what are they doing here,EAP
17632,id17518,the first thing requisite is to get yourself into such a scrape as no one ever got into before,EAP
17633,id22979,the island in the distance resumed the old man is called by the norwegians vurgh,EAP
17634,id12483,do you not know my friends i said that the earl himself now lord protector visits daily not only those probably infected by this disease but the hospitals and pest houses going near and even touching the sick,MWS
17635,id15686,he had read of it with interest for the paper had told about some strange burrows or passages found in the rocky hill beneath,HPL
17636,id24471,no one knew no one could imagine no one not even the burgomaster mynher superbus von underduk had the slightest clew by which to unravel the mystery so as nothing more reasonable could be done every one to a man replaced his pipe carefully in the corner of his mouth and cocking up his right eye towards the phenomenon pufed paused waddled about and grunted significantly then waddled back grunted paused and finally puffed again,EAP
17637,id10404,the leading article i must admit was brilliant not to say severe,EAP
17638,id16631,i had been assured that the old man could do nothing but hint at wild disjointed and incredible legends and i had been warned that the natives made it unsafe to be seen talking to him yet the thought of this aged witness to the towns decay with memories going back to the early days of ships and factories was a lure that no amount of reason could make me resist,HPL
17639,id07237,she seemed to be full of something to which she could not give words but seizing an opportunity afforded by perditas absence she preferred to me an earnest prayer that i would take her within view of the gate at which her father had entered constantinople,MWS
17640,id06453,he had not been at oxford for nothing nor talked to no account with an ancient chymist and astrologer in paris,HPL
17641,id06424,can i see george se him cried the woman yes if you go to him last night he was taken with the plague and we sent him to the hospital,MWS
17642,id12699,here however are moisart voisart croisart and froisart all in the direct line of descent,EAP
17643,id01346,ten oclock found me in some fashionable promenade or other place of public amusement,EAP
17644,id22853,but in point of fact an ascension being made to any given altitude the ponderable quantity of air surmounted in any farther ascension is by no means in proportion to the additional height ascended as may be plainly seen from what has been stated before but in a ratio constantly decreasing,EAP
